source,target,weight
ABAVIJ,BOWDOI,1.0
ABAVIJ,BOWDIC,1.0
ABAVIJ,CEYPUT,1.0
ABAVIJ,BIPXIK,1.0
ABAVIJ,TILFEC,0.44411763548851013
ABAVOP,BOWDIC,1.0
ABAVOP,BIPXIK,1.0
ABAVOP,AHETAK,1.0
ABAVUV,BOWDIC,1.0
ABAVUV,CEYPUT,1.0
ABAVUV,AHETAK,1.0
ABAYIM,ABAYOS01,1.0
ABAYIM,ABAYOS,1.0
ABAYIM,YOSLOH,1.0
ABAYIO,PUNYIH,1.0
ABAYIO,CIBTIT,1.0
ABAYIO,WEYQAU01,1.0
ABAYOS,EHAHIF,1.0
ABAYOS,JOXPET,1.0
ABAYOS,YOSLOH,1.0
ABAYOS,ABAYOS01,1.0
ABAYOS01,EHAHIF,1.0
ABAYOS01,YOSLOH,1.0
ABAYOS01,JOXPET,1.0
ABAYOU,XAVQIU,1.0
ABAYOU,XAVQIU01,1.0
ABAYOU,HURGEH,1.0
ABEFUL,XUGWAZ,0.8999999761581421
ABEFUL,PUFNUB,0.8999999761581421
ABEFUL,FASFUD,0.8999999761581421
ABEFUL,DIBJEF,0.8999999761581421
ABEFUL,FASFOX,0.8999999761581421
ABEMIF,DOTSOV33,1.0
ABEMIF,DOTSOV31,1.0
ABEMIF,DOTSOV39,1.0
ABIWOX,EDAJUP01,1.0
ABIWOX,EDAJUP,1.0
ABIWOX,EXAXAE03,0.8999999761581421
ABIWOX,LADWAR,0.6538462042808533
ABIWOX,MONFAY,0.5333333611488342
ABUFOU,QUBHAX,0.8999999761581421
ABUFOU,ABUFUA,0.8999999761581421
ABUFOU,CUTKUY,0.8999999761581421
ABUFOU,GIKBEK,0.46799996495246887
ABUFOU,LAHYOL,0.46799996495246887
ABUFOU,LARNAV,0.8999999761581421
ABUFOU,LARXUA,0.665217399597168
ABUFOU,LOYBIM,0.8999999761581421
ABUFOU,NEZQIV,0.7285714149475098
ABUFOU,NUZVOV,0.47741931676864624
ABUFOU,YUWDAX,0.695454478263855
ABUFUA,QUBHAX,0.8999999761581421
ABUFUA,CUTKUY,0.8999999761581421
ABUFUA,QUBHAX01,0.8999999761581421
ABUFUA,LARNAV,0.8999999761581421
ABUFUA,LOYBIM,0.8999999761581421
ABUFUA,YUWDAX,0.695454478263855
ABUWOJ,MIBQAR12,1.0
ABUWOJ,MIBQAR14,1.0
ABUWOJ,MIBQAR05,1.0
ACAFAO,HAPZUW,1.0
ACAFAO,WAVXUO,0.8999999761581421
ACAFAO,CEZZEN,0.7749999761581421
ACAJIY,WILNEL02,0.8999999761581421
ACAJIY,WILNEL01,0.8999999761581421
ACAJIY,WILNEL,0.8999999761581421
ACAJIY,IQEKAQ,0.805263102054596
ACAJIY,ZICZAP,0.6000000238418579
ACAJOG,KIYCON,1.0
ACAJOG,KIYCIH,1.0
ACAJOG,NIMVOW,0.8999999761581421
ACAJOG,WORNEY,0.8999999761581421
ACAKEX,NIMWEN,0.8999999761581421
ACAKEX,NIMWUD,0.8999999761581421
ACAKEX,UNAHEY,0.8999999761581421
ACAKUM,ZOFZIF,0.8999999761581421
ACAKUM,ACALAT,0.8999999761581421
ACAKUM,ACALEX,0.8999999761581421
ACAKUM,ACALIB,0.8999999761581421
ACAKUM,CUTBIE,0.8199999928474426
ACAKUM,NISBEX,0.48249998688697815
ACALAT,ZOFZIF,0.8999999761581421
