source,target,weight
ABAVIJ,ABAVOP,0.9999999403953552
ABAVIJ,BOWDIC,0.9999999403953552
ABAVIJ,CIJBEE,0.9999999403953552
ABAVIJ,CEYPUT,0.9999999403953552
ABAVIJ,CEYPUT01,0.9999999403953552
ABAVIJ,BIPXIK,0.9999999403953552
ABAVIJ,BOWDOI,0.9999999403953552
ABAVIJ,AHETAK,0.9999999403953552
ABAVIJ,BOWDUO,0.9999999403953552
ABAVIJ,ABAVUV,0.9999999403953552
ABAVIJ,ADIQEL,0.5
ABAVIJ,AFENEE,0.45070910453796387
ABAVIJ,AVAQIX,0.9939473867416382
ABAVIJ,AVAQIX01,0.9939473867416382
ABAVIJ,AYUJIP,0.4434434175491333
ABAVIJ,BASJUB,0.5499999523162842
ABAVIJ,BUVNIR,0.9977757334709167
ABAVIJ,CAXZOS,0.7545454502105713
ABAVIJ,CEBGAS,0.4535714089870453
ABAVIJ,CESYEF,0.9971376657485962
ABAVIJ,CESYEF01,0.9971376657485962
ABAVIJ,CUSBUP,0.5199999809265137
ABAVIJ,DARYIF,0.9977757334709167
ABAVIJ,DEJCEB,0.5297757387161255
ABAVIJ,DIWFAT,0.9972895383834839
ABAVOP,CEYPUT,0.9999999403953552
ABAVOP,BOWDOI,0.9999999403953552
ABAVOP,BOWDIC,0.9999999403953552
ABAVOP,AHETAK,0.9999999403953552
ABAVOP,CIJBEE,0.9999999403953552
ABAVOP,BIPXIK,0.9999999403953552
ABAVOP,CEYPUT01,0.9999999403953552
ABAVOP,BOWDUO,0.9999999403953552
ABAVOP,ABAVUV,0.9999999403953552
ABAVOP,ACICOH,0.9997506737709045
ABAVOP,ADIQEL,0.5
ABAVOP,AYUJIP,0.4434434175491333
ABAVOP,BABCUE,0.5191645622253418
ABAVOP,BAHGUN,0.9996275901794434
ABAVOP,BAHGUN01,0.9996275901794434
ABAVOP,BAHGUN02,0.9996275901794434
ABAVOP,BAHGUN03,0.9996275901794434
ABAVOP,BAHGUN04,0.9996275901794434
ABAVOP,BASJUB,0.5499999523162842
ABAVOP,BEDPAE,0.5333333015441895
ABAVOP,BUVNIR,0.9977757334709167
ABAVOP,BUXCAZ,0.9695334434509277
ABAVOP,CAXZOS,0.7545454502105713
ABAVOP,CEBGAS,0.4535714089870453
ABAVOP,CESYEF,0.9971376657485962
ABAVOP,CESYEF01,0.9971376657485962
ABAVOP,CUCFOX,0.44189342856407166
ABAVOP,DARYIF,0.9977757334709167
ABAVOP,DIDBAV,0.7545454502105713
ABAVOP,DIDBEZ,0.7545454502105713
ABAVOP,DIDBID,0.7545454502105713
ABAVOP,DIDBOJ,0.7545454502105713
ABAVOP,DIWFAT,0.9972895383834839
ABAVUV,CEYPUT,0.9999999403953552
ABAVUV,CIJBEE,0.9999999403953552
